100000	0.0001
100001	0.0001
100002	0.0001
100003	0.0001
100004	0.0001
100005	0.0001
100006	0.0001
100007	0.0001
100008	0.0001
100009	0.0001
100015	0.0001
100032	0.0001
100033	0.0001
100035	0.0001
100046	0.0001
100048	0.0001
100049	0.0001
100062	0.0001
100064	0.0001
100066	0.0001
100067	0.0001
100069	0.0001
100072	0.0001
100073	0.0001
100074	0.0001
100075	0.0001
100076	0.0001
100077	0.0001
100078	0.0001
100079	0.0001
100081	0.0001
100082	0.0001
100084	0.0001
100091	0.0001
100101	0.0001
100115	0.0001
100133	0.0001
100134	0.0001
100135	0.0001
100136	0.0001
100137	0.0001
100138	0.0001
100144	0.0001
100147	0.0001
100149	0.0001
100164	0.0001
10017	0.0001
100174	0.0001
100180	0.0001
100181	0.0001
100182	0.0001
100183	0.0001
100184	0.0001
100186	0.0001
100187	0.0001
100188	0.0001
100190	0.0001
100192	0.0001
100193	0.0001
100194	0.0001
100195	0.0001
100196	0.0001
100197	0.0001
100198	0.0001
100199	0.0001
100200	0.0001
100201	0.0001
100202	0.0001
100205	0.0001
100207	0.0001
100210	0.0001
100211	0.0001
100212	0.0001
100213	0.0001
100214	0.0001
100215	0.0001
100216	0.0001
100217	0.0001
100218	0.0001
100219	0.0001
100221	0.0001
100222	0.0001
100223	0.0001
100228	0.0001
100229	0.0001
100231	0.0001
100232	0.0001
100234	0.0001
100236	0.0001
100237	0.0001
100238	0.0001
100239	0.0001
100240	0.0001
100241	0.0001
100242	0.0001
100243	0.0001
100244	0.0001
100245	0.0001
100246	0.0001
100247	0.0001
100248	0.0001
100249	0.0001
100250	0.0001
100251	0.0001
100253	0.0001
100254	0.0001
100255	0.0001
100274	0.0001
100276	0.0001
100279	0.0001
10028	0.0001
100280	0.0001
100281	0.0001
100282	0.0001
100283	0.0001
100284	0.0001
100285	0.0001
100286	0.0001
100287	0.0001
100288	0.0001
100290	0.0001
100291	0.0001
100292	0.0001
100293	0.0001
100294	0.0001
100295	0.0001
100304	0.0001
100308	0.0001
100309	0.0001
100310	0.0001
100311	0.0001
100312	0.0001
100313	0.0001
100315	0.0001
100316	0.0001
100322	0.0001
100324	0.0001
100327	0.0001
100328	0.0001
100330	0.0001
100332	0.0001
100333	0.0001
100335	0.0001
100336	0.0001
100338	0.0001
100339	0.0001
100340	0.0001
100342	0.0001
100343	0.0001
100344	0.0001
100345	0.0001
100346	0.0001
100347	0.0001
100348	0.0001
10035	0.0001
100350	0.0001
100351	0.0001
100352	0.0001
100353	0.0001
100354	0.0001
100355	0.0001
100356	0.0001
100357	0.0001
100358	0.0001
100359	0.0001
100360	0.0001
100361	0.0001
100362	0.0001
100363	0.0001
100364	0.0001
100365	0.0001
100366	0.0001
100367	0.0001
100368	0.0001
100369	0.0001
100370	0.0001
100371	0.0001
100372	0.0001
100373	0.0001
100374	0.0001
100375	0.0001
100377	0.0001
100378	0.0001
100379	0.0001
100380	0.0001
100381	0.0001
100382	0.0001
100383	0.0001
100384	0.0001
100385	0.0001
100386	0.0001
100387	0.0001
100388	0.0001
100390	0.0001
100391	0.0001
100392	0.0001
100394	0.0001
100395	0.0001
100396	0.0001
100397	0.0001
100398	0.0001
100399	0.0001
100400	0.0001
100402	0.0001
100404	0.0001
100407	0.0001
100410	0.0001
100411	0.0001
100413	0.0001
100414	0.0001
100415	0.0001
100416	0.0001
100417	0.0001
100418	0.0001
100420	0.0001
100421	0.0001
100422	0.0001
100423	0.0001
100424	0.0001
100425	0.0001
100426	0.0001
100427	0.0001
100428	0.0001
100429	0.0001
100431	0.0001
100432	0.0001
100433	0.0001
100435	0.0001
100436	0.0001
100437	0.0001
100439	0.0001
100440	0.0001
100441	0.0001
100444	0.0001
100446	0.0001
100447	0.0001
100448	0.0001
100450	0.0001
100451	0.0001
100454	0.0001
100455	0.0001
100456	0.0001
100460	0.0001
100461	0.0001
100462	0.0001
100463	0.0001
100464	0.0001
100465	0.0001
100466	0.0001
100468	0.0001
100469	0.0001
100470	0.0001
100471	0.0001
100472	0.0001
100473	0.0001
100474	0.0001
100475	0.0001
100476	0.0001
100477	0.0001
100478	0.0001
100479	0.0001
100481	0.0001
100482	0.0001
100483	0.0001
100485	0.0001
100486	0.0001
100487	0.0001
100488	0.0001
100489	0.0001
100491	0.0001
100492	0.0001
100493	0.0001
100495	0.0001
100496	0.0001
100497	0.0001
100498	0.0001
100499	0.0001
100500	0.0001
100501	0.0001
100502	0.0001
100503	0.0001
100505	0.0001
100506	0.0001
100507	0.0001
100508	0.0001
100509	0.0001
100510	0.0001
100511	0.0001
100513	0.0001
100515	0.0001
100516	0.0001
100518	0.0001
100519	0.0001
100521	0.0001
100523	0.0001
100524	0.0001
100525	0.0001
100526	0.0001
100527	0.0001
100528	0.0001
100529	0.0001
100530	0.0001
100531	0.0001
100532	0.0001
100533	0.0001
100534	0.0001
100536	0.0001
100537	0.0001
100538	0.0001
100539	0.0001
100540	0.0001
100541	0.0001
100542	0.0001
100544	0.0001
100545	0.0001
100546	0.0001
100547	0.0001
100548	0.0001
100549	0.0001
100550	0.0001
100551	0.0001
100552	0.0001
100553	0.0001
100555	0.0001
100556	0.0001
100557	0.0001
100558	0.0001
100559	0.0001
100560	0.0001
100561	0.0001
100562	0.0001
100563	0.0001
100564	0.0001
100566	0.0001
100567	0.0001
100571	0.0001
100573	0.0001
100574	0.0001
100576	0.0001
100578	0.0001
100579	0.0001
100581	0.0001
100582	0.0001
100583	0.0001
100584	0.0001
100585	0.0001
100587	0.0001
100589	0.0001
